,PDB,SP
19311,5TFP,Q96T68
19312,5TFV,P20474
19313,5TG3,C0HK81
19314,5TGH,Q9Y5X3
19315,5TGS,O31677
19316,5TGT,Q9XCL6
19317,5TGZ,P21554
19318,5THM,P08171
19319,5TIB,Q8TAX9
19320,5TJ3,Q9KJX5
19321,5TJA,Q9GZU1
19322,5TJT,Q6QGD8
19323,5TKY,G0SCU5
19324,5TL4,G2IQS7
19325,5TL5,P26842
19326,5TMB,Q7XT97
19327,5TNC,P10246
19328,5TNW,P08487
19329,5TO5,P12270
19330,5TOD,O14523
19331,5TOS,O48814
19332,5TP1,P0DJI4
19333,5TPR,Q3M6C3
19334,5TQ1,P15127
19335,5TRB,Q5VTR2
19336,5TRW,Q141E8
19337,5TS2,B7V2S6
19338,5TS5,P0CC17
19339,5TSA,A0A0H3LM39
19340,5TUE,A0A059WYP6
19341,5TUL,A0A0H4TXY1
19342,5TUM,D3HKY4
19343,5TUV,Q15329
19344,5TV2,Q8DCQ8
19345,5TV5,O67575
19346,5TVL,B1IBE1
19347,5TVP,P61957
19348,5TW1,A0QZ11
19349,5TW7,B4RJH7
19350,5TW9,Q0WFT9
19351,5TWB,Q2FEC4
19352,5TWV,Q09427
19353,5TX2,P27090
19354,5TXC,E8RUP5
19355,5TXE,E8RUP8
19356,5TXR,P09950
19357,5TY0,Q5ZYP6
19358,5TZ8,A0A0H3JPC6
19359,5TZN,Q99JB4
19360,5TZP,Q9J5G4
19361,5U0L,A1U5W8
19362,5U1B,P52093
19363,5U1S,Q03018
19364,5U2G,P31776
19365,5U30,T0D7A2
19366,5U32,P43075
19367,5U3E,P58906
19368,5U3K,Q73372
19369,5U4U,Q6NU25
19370,5U4V,Q13017
19371,5U55,Q9JN69
19372,5U63,P43788
19373,5U6B,P30530
19374,5U6M,O22822
19375,5U6O,O60741
19376,5U6Y,P11275
19377,5U6Z,Q6DDT4
19378,5U75,G0Z026
19379,5U77,Q9BZF1
19380,5U7N,Q5SJ80
19381,5U7Z,Q13510
19382,5U81,A0A0P6JG37
19383,5U84,A0A383ZFX3
19384,5U85,Q61207
19385,5U8E,A0A286R7K5
19386,5U8U,Q9I3D1
19387,5U8X,Q7S860
19388,5U9A,Q9NZN9
19389,5U9L,Q8VY16
19390,5UA0,Q8LB01
19391,5UA4,P42485
19392,5UAI,O85732
19393,5UAM,A0A1W2VMZ5
19394,5UAR,Q1LX78
19395,5UAY,Q9STE8
19396,5UAZ,Q03790
19397,5UBA,Q96CM3
19398,5UBB,Q5VVY1
19399,5UBJ,Q5AUX2
19400,5UBP,O94742
19401,5UBQ,P41351
19402,5UCD,Q84DC3
19403,5UCM,Q9I502
19404,5UCO,Q8SAS8
19405,5UCV,B4RQ29
19406,5UDQ,F9UST4
19407,5UDZ,Q9H9Z2
19408,5UE1,Q5E2X3
19409,5UE7,P31353
19410,5UF2,B4RL16
19411,5UFI,Q96GG9
19412,5UFL,Q8TCG1
19413,5UGJ,Q9K1F1
19414,5UGQ,P9WHR3
19415,5UGW,O14746
19416,5UH0,Q74SQ6
19417,5UH5,P9WGZ1
19418,5UH7,P9WGY7
19419,5UHW,B9JK80
19420,5UI2,P83689
19421,5UIY,Q9NRL2
19422,5UJ7,Q13415
19423,5UJ9,Q8HXQ5
19424,5UJC,Q7Z144
19425,5UJE,Q2G1M5
19426,5UJK,Q84FY8
19427,5UJS,Q9PP65
19428,5UJW,Q5NII7
19429,5UK5,Q63722
19430,5UL6,P46108
19431,5UM0,B4RIY7
19432,5UMB,Q05866
19433,5UME,P45208
19434,5UN5,Q9H461
19435,5UNA,Q7L2J0
19436,5UNF,P50052
19437,5UOW,B7ZSK1
19438,5UQC,O08553
19439,5UQD,Q9GRZ3
19440,5UQJ,Q12208
19441,5UQO,Q50I20
19442,5UQP,Q0RYE0
19443,5UQY,Q1PDC7
19444,5URF,Q3YPH4
19445,5URY,Q13467
19446,5US1,Q52424
19447,5US7,C1IWT2
19448,5US8,Q7VTJ9
19449,5US9,C5IY46
19450,5UTO,P0A0N2
19451,5UTS,A7UX13
19452,5UV0,A0A1C9J6A7
19453,5UV6,Q14982
19454,5UVG,Q9NY59
19455,5UVN,P43671
19456,5UW2,P64604
19457,5UWA,P0ADV7
19458,5UWI,Q9UQL6
19459,5UWP,Q9NSV4
19460,5UWS,O96018
19461,5UWW,O75398
19462,5UX4,P24268
19463,5UX6,Q9H488
19464,5UXI,B2J1M1
19465,5UXS,Q56952
19466,5UYX,P48643
19467,5UZ9,Q6TM72
19468,5UZP,O75390
19469,5V0I,P00954
19470,5V1B,Q96KS0
19471,5V2S,P10211
19472,5V3J,E9PYI1
19473,5V4B,Q9NRI5
19474,5V4P,P41816
19475,5V5F,Q9SF21
19476,5V5V,Q8NFP4
19477,5V6B,Q9Z0G0
19478,5V6D,B4RMG0
19479,5V6H,Q9Z2H7
19480,5V6L,P20871
19481,5V6P,Q08109
19482,5V6R,Q3UH93
19483,5V75,D0LID6
19484,5V76,D0LV02
19485,5V7P,D6WJ77
19486,5V7Q,P9WHE1
19487,5V7V,Q05787
19488,5V8F,P09119
19489,5V8G,P00705
19490,5V8I,P80340
19491,5V8W,Q5TA45
19492,5VAE,Q9AET9
19493,5VAK,Q86Z14
19494,5VAO,O72142
19495,5VAQ,Q9NSA1
19496,5VAZ,Q9I5W0
19497,5VBB,Q9UJJ7
19498,5VBD,Q93008
19499,5VBK,A0A0P0E482
19500,5VBL,P35414
19501,5VBN,Q07864
19502,5VBX,P24224
19503,5VC2,B5Z9V7
19504,5VC9,Q9H2H0
19505,5VCM,Q10469
19506,5VDK,P0C1S8
19507,5VE6,Q86YV5
19508,5VE8,P61831
19509,5VEB,P55285
19510,5VEI,O94875
19511,5VEM,Q9UJA9
19512,5VEN,Q9EQG7
19513,5VEU,P20815
19514,5VF3,P04535
19515,5VGM,Q9KL24
19516,5VGR,Q6DD88
19517,5VGU,K9Y6N7
19518,5VH6,P80868
19519,5VHA,Q05B79
19520,5VIC,P0DOX7
19521,5VIT,Q4K4F7
19522,5VJI,Q8R0W1
19523,5VJV,Q9SR62
19524,5VK4,Q5F973
19525,5VKJ,P20273
19526,5VKL,P04050
19527,5VKU,P16729
19528,5VKY,P40045
19529,5VLQ,B2GUB3
19530,5VM2,P77280
19531,5VM9,Q9H9G7
19532,5VMD,Q86XK2
19533,5VMK,B0VPT6
19534,5VMS,P0DP24
19535,5VNX,A9AE46
19536,5VNY,Q9VKJ9
19537,5VNZ,Q6IWL4
19538,5VOB,Q6SW67
19539,5VOK,Q0VGL1
19540,5VPA,P53539
19541,5VPK,P16311
19542,5VQ9,Q15645
19543,5VQB,F2R776
19544,5VQG,H9JD76
19545,5VQI,P19212
19546,5VR2,O70624
19547,5VR6,Q8TF42
19548,5VRC,Q49150
19549,5VRE,K9UJK2
19550,5VRG,Q8FJY4
19551,5VSL,Q8CBB9
19552,5VT2,Q99988
19553,5VT9,O00934
19554,5VTB,Q9H165
19555,5VTG,P39321
19556,5VUG,P9WLF1
19557,5VVH,P0A4T3
19558,5VVI,P0A4T4
19559,5VVR,P40352
19560,5VVW,Q9HW02
19561,5VX6,P38491
19562,5VXC,Q8N0X4
19563,5VXV,Q08215
19564,5VYB,Q6EIG7
19565,5VYL,P10221
19566,5VYM,A1A399
19567,5VYO,Q63RY4
19568,5VYR,F8WJP6
19569,5VZT,Q5XUX0
19570,5VZV,P36406
19571,5W0B,Q5VYS8
19572,5W0T,P28737
19573,5W0X,Q8BH58
19574,5W16,Q5SHT7
19575,5W1A,P06742
19576,5W25,P9WFW3
19577,5W2B,Q8JPY1
19578,5W2G,Q8NFU5
19579,5W2L,Q2NKJ3
19580,5W33,P9WNW1
19581,5W3F,P09733
19582,5W3K,Q2FWK4
19583,5W3R,Q9NRF2
19584,5W3S,F6RG56
19585,5W3X,C4B7M5
19586,5W45,Q6NTF7
19587,5W5A,P9WMH5
19588,5W5F,P13333
19589,5W6A,Q9NY61
19590,5W70,Q4R0W2
19591,5W75,B9K884
19592,5W78,P28039
19593,5W7A,O18823
19594,5W7D,O35298
19595,5W7M,B6HJU2
19596,5W7Z,Q92I37
19597,5W87,Q8IVU3
19598,5W8N,P10441
19599,5W93,Q61140
19600,5W94,Q02732
19601,5W95,O53581
19602,5W9Q,Q9UIS9
19603,5W9S,Q7LFL8
19604,5WAI,Q6ZN18
19605,5WAN,P75898
19606,5WAT,P07128
19607,5WAY,Q97P44
19608,5WB1,P69333
19609,5WBI,Q93YQ1
19610,5WBL,Q96B36
19611,5WC0,P34808
19612,5WC9,P28069
19613,5WCE,P0CAU5
19614,5WCJ,Q8N6R0
19615,5WD6,P79125
19616,5WDD,Q9I8I2
19617,5WDE,Q9BVG8
19618,5WDH,Q9BW19
19619,5WDI,P57075
19620,5WE0,O13852
19621,5WEZ,P21244
19622,5WF9,Q96N21
19623,5WFY,P00970
19624,5WGR,L0E155
19625,5WH1,Q00403
19626,5WHG,Q04311
19627,5WHQ,Q8X182
19628,5WI4,Q60875
19629,5WI5,Q97NQ4
19630,5WIR,Q8NA31
19631,5WJC,O94244
19632,5WJD,Q59DX8
19633,5WK5,P72151
19634,5WKZ,A0A0B4J2H0
19635,5WL0,Q67296
19636,5WLS,Q9M1L7
19637,5WLW,Q9H1K1
19638,5WLY,P43341
19639,5WMH,Q9SIE1
19640,5WN9,P03423
19641,5WNI,Q9ERK0
19642,5WNO,P24348
19643,5WO1,P77754
19644,5WOL,P24703
19645,5WOQ,A0QVU1
19646,5WOS,Q6VZT9
19647,5WOU,Q7KRY7
19648,5WP0,Q5DZX4
19649,5WP4,Q9FR44
19650,5WP5,Q944H0
19651,5WP6,Q8TD43
19652,5WPQ,Q99J21
19653,5WPW,A0A222NNM9
19654,5WQ4,Q8K3K8
19655,5WQ7,P45758
19656,5WQ8,P45779
19657,5WQD,O60934
19658,5WQF,Q0C8A2
19659,5WQJ,Q99J99
19660,5WRD,Q8VDC1
19661,5WRH,P0A1J3
19662,5WRI,O60507
19663,5WRJ,P01350
19664,5WRO,P15007
19665,5WRP,P9WKE5
19666,5WRR,Q96MK3
19667,5WRU,O77392
19668,5WRW,O76094
19669,5WSK,P11383
19670,5WT2,O25008
19671,5WTA,Q932F7
19672,5WTJ,P0DOC6
19673,5WTQ,Q5JS54
19674,5WU1,Q9H6E5
19675,5WUA,Q61743
19676,5WUQ,Q45588
19677,5WUY,B0VDX7
19678,5WVX,P35812
19679,5WWL,Q9Y738
19680,5WWO,P38333
19681,5WWQ,Q8TEA1
19682,5WWW,Q5U5Q3
19683,5WX8,Q77Z83
19684,5WX9,Q9LSX0
19685,5WXI,E6MVV9
19686,5WXM,P32899
19687,5WYG,P0CL62
19688,5WYQ,Q02RL6
19689,5WZ4,P95004
19690,5WZG,Q9C552
19691,5WZM,Q9NZK7
19692,5X00,C3LT09
19693,5X04,Q41635
19694,5X07,Q9Y261
19695,5X0B,Q5JD03
19696,5X0M,D0E0C2
19697,5X18,P23291
19698,5X1E,Q5ZYC6
19699,5X1G,Q8TF30
19700,5X1H,Q5ZYB7
19701,5X1U,Q5ZYC7
19702,5X2G,Q0P897
19703,5X32,F2JVT6
19704,5X3D,P96074
19705,5X3I,D2PPM7
19706,5X3P,O94888
19707,5X3S,Q14511
19708,5X3T,O53778
19709,5X3X,D5AUZ9
19710,5X40,O68106
19711,5X49,Q9NQH7
19712,5X55,Q5UPT2
19713,5X56,Q9LR64
19714,5X5I,P75811
19715,5X5T,Q1JUP4
19716,5X5W,Q9GL76
19717,5X61,Q869C3
19718,5X62,P53934
19719,5X68,O15229
19720,5X6F,Q9I6D1
19721,5X6G,P97454
19722,5X6N,P22545
19723,5X6O,P38111
19724,5X6S,Q92194
19725,5X6U,Q6IAA8
19726,5X6X,P14583
19727,5X7F,P9WJZ7
19728,5X7J,Q5SHX3
19729,5X7M,P09890
19730,5X7Y,H2B3G5
19731,5X89,Q8TGZ5
19732,5X8N,Q8AZK7
19733,5X9J,A0A1E1FFL1
19734,5X9K,Q5AR31
19735,5X9R,P31602
19736,5X9W,Q5F5J4
19737,5XAH,Q8TEX9
19738,5XAQ,Q8BHA3
19739,5XAU,O15230
19740,5XB6,P76049
19741,5XC3,Q5UQ27
19742,5XD6,Q9LUT0
19743,5XD7,H2IFX0
19744,5XDA,P34661
19745,5XDR,O43143
19746,5XE2,P9WII5
19747,5XE3,P9WJ91
19748,5XE5,B1MK49
19749,5XE7,L0TCG5
19750,5XEA,P28977
19751,5XEB,P27427
19752,5XEP,Q61362
19753,5XEX,Q2FZ20
19754,5XFH,Q0JMY8
19755,5XFY,A0A0K8P6T7
19756,5XG7,Q9UHV8
19757,5XGC,P52306
19758,5XGL,L8BU87
19759,5XGR,A3EXD0
19760,5XGS,Q96I51
19761,5XGV,K7QRJ5
19762,5XHB,P42708
19763,5XHU,O31475
19764,5XHZ,Q4LDD4
19765,5XI0,Q5E6G3
19766,5XI8,P66948
19767,5XJ1,Q97R12
19768,5XJ5,O66905
19769,5XJL,O14893
19770,5XJO,Q8S8I4
19771,5XJV,Q6B8I1
19772,5XJX,C0LGW6
19773,5XJY,O95477
19774,5XKJ,Q8LC53
19775,5XKN,Q2V3I3
19776,5XL8,P19696
19777,5XLN,O60573
19778,5XLO,Q02MM1
19779,5XLS,P0AGM8
19780,5XLX,O87131
19781,5XLY,Q9HVI1
19782,5XMC,Q8C863
19783,5XMF,Q5MGS7
19784,5XMY,Q5VWG9
19785,5XMZ,G0Y276
19786,5XN7,A0A2S3R7M0
19787,5XN9,J7MFT5
19788,5XNC,Q5JIZ3
19789,5XNE,Q04777
19790,5XNL,P27490
19791,5XNP,Q96NI6
19792,5XNX,P9WHG9
19793,5XNY,A0A0K2JL82
19794,5XOC,O75593
19795,5XOE,Q2FXM8
19796,5XOH,A0A166U5H3
19797,5XOX,P53215
19798,5XOY,Q8VUS5
19799,5XP0,O54294
19800,5XPD,Q9FGQ2
19801,5XPT,Q96JM3
19802,5XPY,Q8CIB5
19803,5XQH,Q9GZN7
19804,5XR2,Q2G0M7
19805,5XR4,P28185
19806,5XSE,Q00384
19807,5XSK,Q8VHK7
19808,5XSY,P02719
19809,5XTE,P08574
19810,5XTK,Q8ZC05
19811,5XUK,O25488
19812,5XUM,Q9WZF6
19813,5XUW,P11375
19814,5XVJ,Q8LA16
19815,5XVL,Q9SRM4
19816,5XWB,Q482G5
19817,5XWE,Q69CJ8
19818,5XWP,C7NBY4
19819,5XWU,Q2WF71
19820,5XX9,Q9S2N0
19821,5XXR,P17622
19822,5XXU,Q8MPF7
19823,5XYB,O64094
19824,5XYG,Q79F77
19825,5XYI,P0CX86
19826,5XYJ,P41338
19827,5XYM,A0QSP8
19828,5XYU,A0QSD0
19829,5XYV,Q9VIF5
19830,5Y0N,O34513
19831,5Y0R,Q9X1K1
19832,5Y15,Q4G0W2
19833,5Y1Z,Q16643
19834,5Y20,Q9FFF5
19835,5Y26,C6Y4D0
19836,5Y2E,P08434
19837,5Y30,O95970
19838,5Y3B,Q80Y83
19839,5Y3C,Q804T6
19840,5Y4M,Q9UHC6
19841,5Y50,Q9C994
19842,5Y58,P32807
19843,5Y59,Q04437
19844,5Y6F,P76010
19845,5Y7D,Q8TE69
19846,5Y7Y,A9YTQ3
19847,5Y82,Q9X1H2
19848,5Y86,O43781
19849,5Y8G,P9WNY5
19850,5Y92,Q3E8W4
19851,5Y96,Q9SR05
19852,5Y9C,P26535
19853,5Y9D,O74934
19854,5Y9P,Q2FZ38
19855,5Y9W,Q4VP08
19856,5YA0,P77432
19857,5YA6,Q58301
19858,5YAA,Q8BJ34
19859,5YAC,Q9V0Q0
19860,5YAY,Q9QXL2
19861,5YBJ,Q14678
19862,5YBL,Q5AR34
19863,5YBM,A0A1E1FFL0
19864,5YBX,O60158
19865,5YBY,Q6ZMI3
19866,5YC3,Q9M2B4
19867,5YCI,R9RZK8
19868,5YCL,P67703
19869,5YCQ,P0AB20
19870,5YD0,Q5U311
19871,5YDC,P9WME7
19872,5YDE,Q6P1J9
19873,5YDG,O22793
19874,5YDN,Q9T1V9
19875,5YDT,P36144
19876,5YED,A0A0F8V8L2
19877,5YEI,O69077
19878,5YEP,Q8ECH6
19879,5YEQ,Q4J8K9
19880,5YET,Q5UQV1
19881,5YF0,Q8N4J0
19882,5YF4,Q9Y3A3
19883,5YFJ,O57947
19884,5YGB,Q9VQ91
19885,5YGD,Q9VKM1
19886,5YGE,O33289
19887,5YGQ,Q6N2U4
19888,5YGR,P40817
19889,5YH5,Q2FVE7
19890,5YH7,B2HUN5
19891,5YHL,P35408
19892,5YHO,P05361
19893,5YHT,P95189
19894,5YHU,Q9Y2G1
19895,5YHV,P96847
19896,5YI6,Q57820
19897,5YI7,P16554
19898,5YIA,Q8I6V3
19899,5YIP,O70511
19900,5YIT,P96877
19901,5YJE,P54198
19902,5YJG,Q15063
19903,5YJJ,Q8CST1
19904,5YK6,C5DRQ1
19905,5YKJ,P34227
19906,5YKN,Q8GUI6
19907,5YKS,Q9NRH2
19908,5YL6,Q9UT12
19909,5YL9,P15423
19910,5YLW,S4UX02
19911,5YLY,A0A286R227
19912,5YM0,Q9LIR4
19913,5YMR,Q727N1
19914,5YMX,Q1DB04
19915,5YNX,B2GM84
19916,5YOW,J3WAX0
19917,5YOX,P53144
19918,5YP1,Q6F3I7
19919,5YPP,P0ADF8
19920,5YQ4,Q9Y2M5
19921,5YQ5,Q99983
19922,5YQ8,I7HUG0
19923,5YQG,P68510
19924,5YQI,Q06681
19925,5YQJ,P38800
19926,5YR0,O88597
19927,5YRQ,P32849
19928,5YRX,P9WNR9
19929,5YRY,P92979
19930,5YS9,O74936
19931,5YSC,A5F5P5
19932,5YTS,P67809
19933,5YU7,Q9HAV4
19934,5YUD,Q9R016
19935,5YUG,Q8W4L5
19936,5YUN,P40947
19937,5YV7,P81658
19938,5YVQ,Q9T1V0
19939,5YVX,Q2LAE1
19940,5YW2,Q5NII9
19941,5YWZ,Q9D666
19942,5YX9,Q9Y210
19943,5YXA,Q1X881
19944,5YXE,P49064
19945,5YXM,Q9XHH2
19946,5YXW,Q786F3
19947,5YY2,C8VJQ3
19948,5YY8,Q9Y6Y0
19949,5YYL,Q8ISL8
19950,5YYX,P24719
19951,5YYZ,P20050
19952,5YZ4,O13610
19953,5YZH,O88844
19954,5YZP,P0DOV2
19955,5YZV,P49695
19956,5Z01,P76008
19957,5Z06,A6LGF6
19958,5Z1F,Q9C8G5
19959,5Z1G,Q08235
19960,5Z1W,A2A259
19961,5Z1Z,P52643
19962,5Z28,Q5CCK4
19963,5Z2C,Q96QP1
19964,5Z2G,A8QL58
19965,5Z2H,Q54LT0
19966,5Z2L,P39333
19967,5Z2M,Q91XL9
19968,5Z2S,Q9UBX2
19969,5Z2V,Q9I3H9
19970,5Z33,G4N374
19971,5Z34,H9JW43
19972,5Z38,Q47015
19973,5Z3A,D2PPM8
19974,5Z40,Q9RX25
19975,5Z49,Q9F1R2
19976,5Z4A,Q9VI58
19977,5Z58,Q9BRD0
19978,5Z62,P00395
19979,5Z67,Q8RDL3
19980,5Z6N,P0AEH3
19981,5Z6T,P31867
19982,5Z7C,Q9KL18
19983,5Z7R,P52046
19984,5Z8L,F4JL28
19985,5Z8X,O43300
19986,5Z96,Q9QUQ5
19987,5Z9A,B7UV40
19988,5Z9R,Q99JR6
19989,5Z9X,A3KPE8
19990,5Z9Y,P9WG73
19991,5ZAI,A4YI89
19992,5ZB1,Q2HR75
19993,5ZB2,Q03071
19994,5ZBA,Q4WXX5
19995,5ZBG,Q13507
19996,5ZBJ,P48636
19997,5ZBU,O43567
19998,5ZC2,Q6Q271
19999,5ZCK,Q9Y572
20000,5ZCY,P58193
20001,5ZD4,Q8S307
20002,5ZDH,E3PJ88
20003,5ZDZ,P63158
20004,5ZE3,Q9Y4K0
20005,5ZE6,P0AD57
20006,5ZEE,C4LSS0
20007,5ZEY,A0QU63
20008,5ZFH,Q91VE3
20009,5ZFS,A0A1L7NQ96
20010,5ZG8,P54263
20011,5ZGB,Q85FY7
20012,5ZH8,O50608
20013,5ZHC,I6X7F9
20014,5ZHG,Q82040
20015,5ZHI,P9WFY7
20016,5ZHM,Q9HXQ1
20017,5ZHQ,H6VGI3
20018,5ZHZ,P9WQ13
20019,5ZI2,P32419
20020,5ZIB,Q09328
20021,5ZIK,Q9HW09
20022,5ZJ4,Q9L1E4
20023,5ZJB,Q9KR62
20024,5ZJI,P12329
20025,5ZJM,Q8RDN6
20026,5ZJQ,P09087
20027,5ZK1,P16220
20028,5ZKN,Q8RDN5
20029,5ZLE,Q53TN4
20030,5ZLI,P94845
20031,5ZLQ,Q9NWV4
20032,5ZM2,A0A097ZPD5
20033,5ZM5,Q9BXW6
20034,5ZM8,Q9H1P3
20035,5ZME,A8JGB0
20036,5ZNC,Q8T9Z7
20037,5ZNE,F7J0N2
20038,5ZNS,H9J9M0
20039,5ZO1,Q8R464
20040,5ZO2,Q99N28
20041,5ZOJ,Q9Y2U8
20042,5ZQJ,P07129
20043,5ZQL,O75449
20044,5ZQT,Q8LQ68
20045,5ZQV,P62137
20046,5ZQZ,P40939
20047,5ZRX,Q03145
20048,5ZRY,P59672
20049,5ZRZ,Q60629
20050,5ZSU,Q8IWT6
20051,5ZT7,O34632
20052,5ZTE,Q96291
20053,5ZTF,P16615
20054,5ZTY,P34972
20055,5ZTZ,Q54S83
20056,5ZUG,P0AC98
20057,5ZUU,A9LNK9
20058,5ZVD,O57712
20059,5ZVJ,O06291
20060,5ZVQ,Q5SHY0
20061,5ZVV,P0DOE3
20062,5ZW0,Q5W271
20063,5ZW3,O32036
20064,5ZWL,Q8DLG7
20065,5ZWN,Q07508
20066,5ZWP,P28338
20067,5ZWZ,Q500V5
20068,5ZX8,Q5SHZ2
20069,5ZX9,P9WIR7
20070,5ZXD,Q8NE71
20071,5ZXL,P0A9S5
20072,5ZY5,O42898
20073,5ZY8,P9WFJ9
20074,5ZYP,P89105
20075,5ZYQ,Q6PD62
20076,5ZYT,Q9BQP7
20077,5ZZ5,Q9WY16
20078,5ZZ8,P89458
20079,5ZZD,B8NJH3
20080,5ZZJ,E3W202
20081,5ZZP,O52792
20082,5ZZU,P0CB39
20083,6A03,B8XX90
20084,6A0E,Q96AB6
20085,6A0P,Q5WPU5
20086,6A27,O32504
20087,6A2B,Q9IA97
20088,6A2F,Q9HUN4
20089,6A2J,P12946
20090,6A2Q,P9WHR7
20091,6A34,O58433
20092,6A38,P0DJZ2
20093,6A3F,F0M433
20094,6A3W,Q07011
20095,6A45,Q9R1A9
20096,6A4A,Q47VZ4
20097,6A4J,Q2FVP8
20098,6A4M,O32141
20099,6A4T,Q9RVF9
20100,6A57,Q9STM3
20101,6A5B,Q9SCZ4
20102,6A5D,Q9FKT1
20103,6A5K,Q8VZ17
20104,6A68,Q62717
20105,6A69,P20020
20106,6A6J,B5DE31
20107,6A6X,P9WJ85
20108,6A70,P98161
20109,6A71,P35670
20110,6A73,P61201
20111,6A7U,P0C5Z0
20112,6A7V,P9WLU3
20113,6A8M,Q756A7
20114,6A8W,Q03944
20115,6A93,P28223
20116,6A9E,O94649
20117,6A9N,P0DW99
20118,6A9P,P14136
20119,6A9S,P24758
20120,6A9T,P40051
20121,6AA8,P52041
20122,6AAF,O94272
20123,6AAG,P38182
20124,6AAX,Q8WVM0
20125,6ABO,Q0D2I5
20126,6ABR,P43597
20127,6ACA,P9WMQ5
20128,6ACO,P62807
20129,6AD3,Q3S2T9
20130,6ADQ,A0R1B5
20131,6AE8,P40019
20132,6AE9,Q942P9
20133,6AEI,Q9QX29
20134,6AEP,P67524
20135,6AGB,P41812
20136,6AGF,Q07699
20137,6AGH,Q8IYU8
20138,6AGI,Q86XE3
20139,6AGL,P00888
20140,6AGS,P26616
20141,6AGV,Q9D6Y7
20142,6AGY,Q7Z8P9
20143,6AHC,P0A9Q7
20144,6AHI,P56067
20145,6AHO,P53067
20146,6AHR,Q99575
20147,6AHT,Q74P25
20148,6AHV,O75818
20149,6AI8,P40506
20150,6AIB,Q99SH6
20151,6AIG,Q9YFT8
20152,6AJF,A0QP27
20153,6AK1,E9JFX9
20154,6AKE,Q9Z0G9
20155,6AKJ,G2TRN4
20156,6AKK,Q9BRV8
20157,6AKO,Q99958
20158,6AL3,P0DJJ9
20159,6AL5,P15391
20160,6ALE,P0DP30
20161,6ALL,Q81L65
20162,6AMY,Q5DL43
20163,6ANJ,Q62747
20164,6ANO,Q9UKL3
20165,6AO3,Q9D8T2
20166,6AO5,Q9H4B6
20167,6AO8,B4RL22
20168,6AOO,P44427
20169,6APJ,Q9UJ37
20170,6APX,P28562
20171,6AQP,Q4WCL5
20172,6AR0,Q14BN4
20173,6ARH,Q9BXD5
20174,6ASB,Q6PCT2
20175,6ASD,Q8NFU7
20176,6AT6,"A0A0B4J268,"
20177,6ATL,P56219
20178,6ATM,P0C908
20179,6ATN,Q5G8B6
20180,6ATS,P82851
20181,6ATU,P19957
20182,6ATW,P45639
20183,6ATY,P0CJ17
20184,6AU6,P63092
20185,6AU7,P59938
20186,6AUK,A2T3P0
20187,6AUN,A0A3L7I2I8
20188,6AV8,B3FIS6
20189,6AVA,P15220
20190,6AVC,Q9NII6
20191,6AVD,Q6XLL6
20192,6AVH,Q8GZ29
20193,6AVJ,P0C7P0
20194,6AVV,Q84WK4
20195,6AVZ,P40198
20196,6AX6,Q5UQC3
20197,6AX8,P9WFU5
20198,6AXE,B2HSY2
20199,6AXF,Q7LDG7
20200,6AXG,Q8TDF6
20201,6AY1,B5Z9W9
20202,6AY7,P45696
20203,6AY8,Q86BX0
20204,6AYE,Q8TDD5
20205,6AYM,Q0PC20
20206,6AYU,P9WN21
20207,6AZ1,O44012
20208,6B08,P13829
20209,6B0S,P19597
20210,6B11,Q9ZHQ1
20211,6B1P,B5Z6J9
20212,6B1T,P12537
20213,6B25,Q99469
20214,6B26,Q6ZMT1
20215,6B29,Q96MF2
20216,6B2Z,P81450
20217,6B3I,P27216
20218,6B3X,Q05048
20219,6B3Y,A2RT67
20220,6B4A,B6KAS6
20221,6B4E,Q12315
20222,6B4F,Q53GS7
20223,6B4G,G0S381
20224,6B5C,Q9BW62
20225,6B5E,P9WH13
20226,6B5F,A1JTP8
20227,6B5V,Q9XSM3
20228,6B72,P03407
20229,6B7J,A5F850
20230,6B8A,Q9I4X0
20231,6B8D,P43925
20232,6B8S,B5Z6I2
20233,6B9H,Q9Y6G9
20234,6B9M,E7EZF3
20235,6B9O,C0HJB3
20236,6B9Q,P36310
20237,6B9S,A9A1T2
20238,6BA5,Q01973
20239,6BAB,Q6PHZ2
20240,6BAQ,P97361
20241,6BBK,P18774
20242,6BC0,Q8N1W1
20243,6BCB,Q6P9R4
20244,6BCJ,Q7TN37
20245,6BCY,Q3SZI4
20246,6BDN,Q9H2K8
20247,6BDX,Q5F5Y7
20248,6BDZ,O14672
20249,6BEV,Q8NFU3
20250,6BFI,A0A3B6UES5
20251,6BFN,P51617
20252,6BG8,Q086E4
20253,6BHC,Q9H792
20254,6BHW,P37455
20255,6BJ5,P12393
20256,6BK4,Q9I7D3
20257,6BK6,O89341
20258,6BK7,Q839G9
20259,6BKA,Q12723
20260,6BKK,Q9Q0L9
20261,6BKV,P66928
20262,6BLB,Q51426
20263,6BLH,P27025
20264,6BLY,Q10570
20265,6BM7,A5HNV6
20266,6BMA,Q9PI11
20267,6BMG,P02184
20268,6BML,Q5W0Z9
20269,6BMS,F1QXD3
20270,6BN0,Q00363
20271,6BN1,Q8T0S6
20272,6BNG,B7H226
20273,6BNM,Q70Z35
20274,6BO8,Q9H1D0
20275,6BOL,B0YD89
20276,6BPH,P29374
20277,6BPM,P75780
20278,6BQC,P0A9H7
20279,6BQG,P28335
20280,6BQN,P37088
20281,6BR1,Q9H169
